"subregion","long","lat","group","order"
"South Island",174.10205078125,-41.3659172058105,1108,69604
"South Island",174.0693359375,-41.4294929504395,1108,69605
"South Island",174.072937011719,-41.4716796875,1108,69606
"South Island",174.092376708984,-41.5051727294922,1108,69607
"South Island",174.1611328125,-41.5618171691895,1108,69608
"South Island",174.083694458008,-41.6707992553711,1108,69609
"South Island",174.169921875,-41.6572265625,1108,69610
"South Island",174.217086791992,-41.677734375,1108,69611
"South Island",174.283111572266,-41.7406234741211,1108,69612
"South Island",174.243362426758,-41.8130874633789,1108,69613
"South Island",174.215438842773,-41.8501930236816,1108,69614
"South Island",174.047256469727,-42.0030250549316,1108,69615
"South Island",173.973922729492,-42.08056640625,1108,69616
"South Island",173.887985229492,-42.1301727294922,1108,69617
"South Island",173.88916015625,-42.2116203308105,1108,69618
"South Island",173.83984375,-42.2709007263184,1108,69619
"South Island",173.589263916016,-42.4739227294922,1108,69620
"South Island",173.545120239258,-42.5179672241211,1108,69621
"South Island",173.347564697266,-42.8408203125,1108,69622
"South Island",173.22119140625,-42.9765625,1108,69623
"South Island",173.148834228516,-43.0227546691895,1108,69624
"South Island",173.072357177734,-43.0602531433105,1108,69625
"South Island",172.888870239258,-43.1242179870605,1108,69626
"South Island",172.808013916016,-43.19775390625,1108,69627
"South Island",172.718551635742,-43.2587890625,1108,69628
"South Island",172.6240234375,-43.2724609375,1108,69629
"South Island",172.626953125,-43.2995147705078,1108,69630
"South Island",172.6875,-43.3146476745605,1108,69631
"South Island",172.734756469727,-43.3547859191895,1108,69632
"South Island",172.69970703125,-43.3997077941895,1108,69633
"South Island",172.632232666016,-43.4279289245605,1108,69634
"South Island",172.562194824219,-43.43603515625,1108,69635
"South Island",172.526657104492,-43.4647445678711,1108,69636
"South Island",172.693450927734,-43.4443359375,1108,69637
"South Island",172.740432739258,-43.4678688049316,1108,69638
"South Island",172.749206542969,-43.5172882080078,1108,69639
"South Island",172.7666015625,-43.5619163513184,1108,69640
"South Island",172.807037353516,-43.6209945678711,1108,69641
"South Island",172.947265625,-43.6585922241211,1108,69642
"South Island",173.0732421875,-43.6761703491211,1108,69643
"South Island",173.098037719727,-43.7035140991211,1108,69644
"South Island",173.116897583008,-43.7978515625,1108,69645
"South Island",173.093948364258,-43.8441429138184,1108,69646
"South Island",173.065628051758,-43.8746070861816,1108,69647
"South Island",173.023330688477,-43.8854484558105,1108,69648
"South Island",172.920608520508,-43.8914070129395,1108,69649
"South Island",172.817672729492,-43.8701171875,1108,69650
"South Island",172.749328613281,-43.8130836486816,1108,69651
"South Island",172.5546875,-43.8313484191895,1108,69652
"South Island",172.502731323242,-43.8436546325684,1108,69653
"South Island",172.475982666016,-43.8333969116211,1108,69654
"South Island",172.583786010742,-43.7735366821289,1108,69655
"South Island",172.527252197266,-43.7394523620605,1108,69656
"South Island",172.480377197266,-43.7266578674316,1108,69657
"South Island",172.4296875,-43.7464828491211,1108,69658
"South Island",172.395599365234,-43.77783203125,1108,69659
"South Island",172.38525390625,-43.82958984375,1108,69660
"South Island",172.350387573242,-43.859375,1108,69661
"South Island",172.296569824219,-43.8678703308105,1108,69662
"South Island",172.220703125,-43.8250007629395,1108,69663
"South Island",172.145812988281,-43.7635726928711,1108,69664
"South Island",172.035537719727,-43.7017555236816,1108,69665
"South Island",172.05224609375,-43.7400398254395,1108,69666
"South Island",172.13720703125,-43.8337860107422,1108,69667
"South Island",172.179779052734,-43.89599609375,1108,69668
"South Island",172.080749511719,-43.9456062316895,1108,69669
"South Island",171.977630615234,-43.9842758178711,1108,69670
"South Island",171.890625,-44.0069313049316,1108,69671
"South Island",171.808395385742,-44.0422859191895,1108,69672
"South Island",171.712005615234,-44.0974617004395,1108,69673
"South Island",171.658981323242,-44.1171875,1108,69674
"South Island",171.517776489258,-44.1183586120605,1108,69675
"South Island",171.442581176758,-44.1358375549316,1108,69676
"South Island",171.41748046875,-44.2086906433105,1108,69677
"South Island",171.364562988281,-44.2549819946289,1108,69678
"South Island",171.24072265625,-44.26416015625,1108,69679
"South Island",171.285354614258,-44.2787094116211,1108,69680
"South Island",171.31298828125,-44.3018569946289,1108,69681
"South Island",171.231048583984,-44.5211906433105,1108,69682
"South Island",171.213088989258,-44.6122055053711,1108,69683
"South Island",171.197860717773,-44.7678718566895,1108,69684
"South Island",171.146286010742,-44.9123039245605,1108,69685
"South Island",170.9990234375,-44.9114265441895,1108,69686
"South Island",171.022857666016,-44.93701171875,1108,69687
"South Island",171.134170532227,-44.9777336120605,1108,69688
"South Island",171.11328125,-45.0392570495605,1108,69689
"South Island",170.99072265625,-45.1514625549316,1108,69690
"South Island",170.939651489258,-45.2164039611816,1108,69691
"South Island",170.889938354492,-45.3739280700684,1108,69692
"South Island",170.815231323242,-45.5191383361816,1108,69693
"South Island",170.700576782227,-45.6842765808105,1108,69694
"South Island",170.69970703125,-45.7139625549316,1108,69695
