SLAnumber,SLAname,AreaHSnumber,AHSname,StdCostRatio,Supplybeds10000,StdMortalityRatio,Population,ARIAscore,Distance,EducOccScore,ATSI,EconResourcesScore,DisadvantageScore,SydneyMetro,MetroIllawarraHunterCCoast,RuralUrbanIndex,Overcrowded,Oneparentfamilies,Manualclericalwork,Highereduc,Publichousing,Lowincome26000,Verylowincome15600,Elderlyalone,Leftschool15yo,Unemployed,Nocar
12950,Gilgandra,430,Macquarie Health Service,132.346612,25.9419,122.2991,4827,4.004,66,94.6452,9.0628,92.9577,95.6891,0,0,7,0.016867,0.098266,0.45775,0.053262,0.048077,0.406006,0.180912,0.041495,0.186416,0.093909,0.105047
15400,Mudgee,430,Macquarie Health Service,128.529304,50.66504,108.0043,17671.5,2.856,114,94.0439,1.8742,95.515,95.7419,0,0,9,0.010908,0.092538,0.581211,0.067295,0.039571,0.359083,0.159157,0.03356,0.198665,0.112593,0.104862
15850,Narromine,430,Macquarie Health Service,126.761202,62.61739,141.8487,6720,3.8259,39,94.0048,12.111,94.2533,94.9877,0,0,7,0.005025,0.112372,0.509234,0.061628,0.052296,0.371634,0.152597,0.032347,0.176299,0.118585,0.105198
17950,Warren,430,Macquarie Health Service,177.155515,26.75423,147.9153,3397,5.961,108,94.4864,11.0638,93.3023,95.1752,0,0,2,0.013714,0.08997,0.492578,0.070517,0.058921,0.315741,0.13903,0.02766,0.181459,0.099148,0.113914
18150,Wellington,430,Macquarie Health Service,133.448529,71.07852,128.8271,8932,2.8196,50,95.1045,11.7021,91.5137,93.2671,0,0,8,0.016157,0.142692,0.4954,0.062558,0.048423,0.4279,0.185725,0.0392,0.200624,0.117523,0.145201
10451,Bathurst and Shire,440,Mid Western Health Service,118.771501,41.73777,124.119,20751.5,1.43649281,1.34184727,101.7399,2.5772,99.97592,101.1869,0,0,10.4,0.008544,0.099742,0.570752,0.100505,0.059437,0.246277,0.097346,0.028355,0.152019,0.084742,0.113981
10853,Blayney,440,Mid Western Health Service,144.037574,36.49808,153.7236,4046.5,2.09631242,33,92.82909,0.9008,96.98878,96.96863,0,0,8,0.012412,0.09679,0.590111,0.068293,0.034837,0.293162,0.116532,0.031281,0.201933,0.076934,0.085772
11404,Cabonne,440,Mid Western Health Service,122.22213,57.17805,124.0277,11241,2.55510946,47,96.85633,1.3508,97.04112,99.9183,0,0,7,0.008322,0.070689,0.471833,0.07823,0.011298,0.341858,0.143826,0.035717,0.192011,0.072923,0.069986
12350,Cowra,440,Mid Western Health Service,118.98792,60.71878,117.9871,12487.5,2.2017,71,94.2632,3.9437,93.9813,96.4901,0,0,8,0.00849,0.091306,0.54661,0.068006,0.059942,0.365862,0.146522,0.043553,0.204347,0.092361,0.106597
12900,Forbes,440,Mid Western Health Service,141.485796,53.87171,111.4129,10337,3.1889,116,95.4503,4.0935,94.7927,97.2039,0,0,5,0.007955,0.101203,0.532713,0.065693,0.066127,0.344483,0.13308,0.03768,0.195995,0.092385,0.10156
13300,Greater Lithgow,440,Mid Western Health Service,125.652147,25.60455,130.4539,19858,1.8619,61,91.6272,2.0937,98.3448,94.7572,0,0,10,0.010002,0.103439,0.686617,0.054655,0.072576,0.294632,0.130452,0.035744,0.214204,0.101498,0.137706
14600,Lachlan,440,Mid Western Health Service,172.173793,73.38728,125.405,7482,5.2167,217,94.1649,11.2068,92.7104,95.3399,0,0,2,0.010725,0.09108,0.459337,0.055159,0.043193,0.372935,0.154695,0.03175,0.194269,0.108527,0.113806
16100,Oberon,440,Mid Western Health Service,128.259028,25.13534,100.6123,4604.5,2.1742,45,93.8865,2.0182,98.0678,99.093,0,0,7,0.010554,0.087457,0.606757,0.064453,0.033025,0.259794,0.10167,0.022135,0.189887,0.057888,0.0725
16150,Orange,440,Mid Western Health Service,125.456009,46.91859,115.9916,35210.5,1.7629,0,98.5587,3.0621,98.4879,98.9239,0,0,12,0.009667,0.118243,0.601688,0.090684,0.089882,0.264924,0.106592,0.034772,0.170475,0.082047,0.130424
16200,Parkes,440,Mid Western Health Service,132.632186,57.3893,114.7858,15227,3.446,100,96.2021,4.3714,95.6898,97.5763,0,0,5,0.009288,0.094781,0.54658,0.066631,0.064468,0.325278,0.138036,0.039939,0.189164,0.098885,0.108868
16750,Rylstone,440,Mid Western Health Service,133.735973,41.9065,118.3567,3812,2.7922,95,91.4172,1.6069,94.0271,93.0272,0,0,5,0.00858,0.114622,0.572886,0.053562,0.04304,0.391419,0.173569,0.046331,0.22121,0.121154,0.109354
18100,Weddin,440,Mid Western Health Service,129.111186,38.25241,113.4593,3836,3.0386,51,95.4103,1.0032,94.5922,98.0524,0,0,4,0.002852,0.063622,0.406578,0.066526,0.02045,0.414722,0.16899,0.05755,0.205385,0.102144,0.110962
10300,Balranald,450,Far West Health Service,169.459312,1.552933,122.4254,2950.5,5.7217,158,92.0854,5.7692,93.6688,95.5461,0,0,1,0.012162,0.081646,0.539013,0.045884,0.016009,0.318996,0.128676,0.025304,0.154521,0.074101,0.090818
11150,Bourke,450,Far West Health Service,247.660594,152.7296,216.6404,3877,10.752,375,95.6921,24.7222,89.4597,92.0376,0,0,1,0.029885,0.143986,0.517933,0.062979,0.080488,0.298866,0.139593,0.020005,0.160286,0.081201,0.18927
11200,Brewarrina,450,Far West Health Service,260.508344,137.8644,254.2985,2204.5,9.7406,355,94.2427,53.3516,86.9968,86.5679,0,0,1,0.056485,0.159143,0.512887,0.05016,0.089922,0.355605,0.152866,0.017784,0.153215,0.127109,0.216763
11250,Broken Hill,450,Far West Health Service,100.585811,48.19884,120.2371,21625,3.2651,292,92.9364,3.6196,94.0152,92.1598,0,0,3,0.009022,0.109243,0.635348,0.054786,0.020919,0.394599,0.178127,0.052117,0.23319,0.142734,0.161431
11700,Central Darling,450,Far West Health Service,181.712392,55.66855,273.609,2448,8.4779,384,91.6617,25.2735,86.5079,87.0818,0,0,1,0.005291,0.126367,0.511905,0.059223,0.021898,0.410488,0.172016,0.021879,0.196907,0.128083,0.182618
17900,Walgett,450,Far West Health Service,186.823668,63.36984,181.7877,8306,7.712,311,90.1181,20.6316,84.4881,86.1057,0,0,1,0.022822,0.109123,0.55749,0.055789,0.042175,0.412319,0.188662,0.025497,0.179766,0.182013,0.157356
18200,Wentworth,450,Far West Health Service,113.2,10.82903,136.5015,7175.5,4.6244,29,91.8403,11.3043,93.6155,95.0913,0,0,2,0.013008,0.081573,0.528383,0.056177,0.017901,0.333702,0.129851,0.027467,0.168806,0.084312,0.091473
10050,Albury,460,Greater Murray Health Service,102.901148,60.0124,112.4411,42708.5,0.7742,0,99.5954,1.6557,97.6001,99.5631,0,0,12,0.007628,0.120876,0.593412,0.095418,0.070172,0.280972,0.111642,0.037612,0.152195,0.107214,0.127254
10650,Berrigan,460,Greater Murray Health Service,113.678808,95.92966,116.0531,8264.5,2.5278,92,94.8758,1.0783,96.5553,98.963,0,0,8,0.007889,0.074623,0.496619,0.069109,0.01304,0.357759,0.144716,0.039211,0.168117,0.076317,0.075453
10800,Bland,460,Greater Murray Health Service,113.635334,33.76119,106.9563,6572,4.1123,122,95.1922,2.0805,94.4342,99.0132,0,0,4,0.010777,0.075138,0.433657,0.060171,0.02016,0.377298,0.157918,0.039964,0.207304,0.064223,0.077773
11600,Carrathool,460,Greater Murray Health Service,137.840831,34.98515,92.46593,3167.5,5.8214,289,92.3153,3.9823,95.0188,98.9531,0,0,2,0.007426,0.05689,0.496178,0.053729,0.012059,0.293163,0.091188,0.024336,0.181732,0.060626,0.064545
12000,Coolamon,460,Greater Murray Health Service,125.248187,48.99332,88.19811,4010,2.5783,42,95.0362,1.351,95.7964,99.3786,0,0,7,0.002863,0.06807,0.444818,0.052481,0.004993,0.365114,0.137563,0.041829,0.211484,0.093023,0.079715
12200,Cootamundra,460,Greater Murray Health Service,119.835805,53.30905,114.8693,7663,2.0385,50,94.7754,2.387,94.7133,96.1991,0,0,9,0.006295,0.106879,0.588818,0.066515,0.073274,0.344572,0.148539,0.045997,0.210943,0.092634,0.123383
12300,Corowa,460,Greater Murray Health Service,125.934057,25.12681,98.95034,8405.5,1.9696,44,93.5588,0.6452,98.3738,98.8644,0,0,8,0.005785,0.074254,0.59014,0.066586,0.013943,0.34343,0.131728,0.045283,0.177845,0.068872,0.087437
12450,Culcairn,460,Greater Murray Health Service,120.004602,75.16793,90.55729,4210,2.0188,51,94.7395,0.755,95.0284,98.1856,0,0,7,0.008219,0.079152,0.478599,0.060887,0.011572,0.391297,0.173185,0.041646,0.185095,0.077612,0.066667
12501,Deniliquin and Shire,460,Greater Murray Health Service,135.337968,64.61437,123.5103,9368.5,2.52230211,141.543305,97.76826,2.1229,95.90436,99.66519,0,0,5.54,0.00527,0.091659,0.515246,0.079284,0.040975,0.304695,0.136328,0.037227,0.161586,0.085357,0.101967
13450,Griffith,460,Greater Murray Health Service,117.007931,44.86462,105.5583,22470,3.4211,181,95.0757,3.3945,99.0383,99.2022,0,0,10,0.012031,0.084653,0.582294,0.064925,0.050534,0.250833,0.103124,0.030008,0.155923,0.050263,0.097136
13500,Gundagai,460,Greater Murray Health Service,144.832893,26.61429,115.422,3791.5,2.0263,83,93.6303,1.4224,93.2389,97.2034,0,0,7,0.008097,0.083468,0.542488,0.060118,0.042442,0.395467,0.147301,0.038647,0.192968,0.088834,0.089772
13850,Hay,460,Greater Murray Health Service,144.595062,26.01238,128.9519,3778,5.6371,260,94.0754,2.5903,91.6313,95.6191,0,0,2,0.007246,0.091575,0.545455,0.059655,0.046875,0.321715,0.141651,0.033229,0.155678,0.091603,0.123509
13900,Holbrook,460,Greater Murray Health Service,108.245509,26.40132,103.4835,2615.5,2.2926,64,94.8901,0.8304,94.0821,99.4903,0,0,4,0,0.088968,0.483549,0.072756,0.005382,0.347738,0.147199,0.042705,0.170819,0.084392,0.060638
14050,Hume,460,Greater Murray Health Service,98.0058751,34.2299,84.51796,7080.5,1.4742,5,100.34,1.0095,102.479,104.457,0,0,8,0.005908,0.054426,0.496296,0.092612,0,0.249674,0.102908,0.015655,0.152743,0.074618,0.025721
14250,Jerilderie,460,Greater Murray Health Service,79.0210628,54.5895,58.8713,1918.5,3.4011,129,95.5312,1.6327,98.0293,102.403,0,0,4,0.005693,0.04949,0.396825,0.064286,0.01273,0.280379,0.110447,0.028061,0.162755,0.047284,0.072222
14300,Junee,460,Greater Murray Health Service,102.558506,31.26094,131.2249,5913.5,2.0409,42,92.6228,2.4848,95.1041,95.6373,0,0,8,0.010145,0.088271,0.572165,0.046394,0.051581,0.313361,0.140377,0.032146,0.180886,0.092817,0.108981
14750,Leeton,460,Greater Murray Health Service,123.973087,23.35173,101.217,11456.5,2.8487,127,95.6278,2.9009,98.4056,98.9817,0,0,6,0.006159,0.085577,0.580728,0.06382,0.055215,0.273211,0.109261,0.032998,0.170247,0.067,0.099712
14950,Lockhart,460,Greater Murray Health Service,122.353613,44.9033,115.1391,3552,2.2988,64,97.4463,1.5199,97.7324,102.022,0,0,7,0.011352,0.078291,0.412043,0.070261,0.00978,0.323649,0.125164,0.041583,0.180671,0.059198,0.063607
15500,Murray,460,Greater Murray Health Service,106.912022,63.29058,88.67171,5509.5,2.4505,73,95.0206,3.7037,96.2344,98.793,0,0,7,0.012632,0.082346,0.491421,0.061478,0.001586,0.370423,0.15512,0.032713,0.159052,0.07338,0.063992
15550,Murrumbidgee,460,Greater Murray Health Service,126.989522,46.70059,127.1252,2576.5,4.001,156,92.0094,7.1997,95.9589,98.0279,0,0,4,0.009449,0.071578,0.540968,0.063625,0.010638,0.251094,0.110683,0.024697,0.177899,0.050532,0.067873
15800,Narrandera,460,Greater Murray Health Service,141.470344,61.16939,131.7529,7054.5,2.7984,97,93.9203,7.1979,95.0591,96.081,0,0,5,0.014062,0.098306,0.535873,0.057135,0.045749,0.332564,0.13495,0.03865,0.19227,0.07813,0.122876
17350,Temora,460,Greater Murray Health Service,133.412644,72.44981,123.0693,6029.5,2.8029,80,96.1988,0.7947,94.1975,98.324,0,0,8,0.005848,0.090125,0.478199,0.057998,0.036799,0.369829,0.138982,0.055462,0.199696,0.104061,0.106364
17450,Tumbarumba,460,Greater Murray Health Service,125.628969,24.18081,86.92425,3776,3.0396,110,93.8532,1.0518,95.2124,99.0382,0,0,4,0.003155,0.064766,0.546169,0.06698,0.014537,0.301336,0.124666,0.042347,0.17437,0.057125,0.066617
17500,Tumut,460,Greater Murray Health Service,127.970784,49.1385,126.9709,11303.5,1.9177,102,92.0057,2.6025,95.8177,95.2182,0,0,8,0.008412,0.097525,0.620531,0.063191,0.059186,0.322647,0.134252,0.040544,0.19706,0.078974,0.10315
17700,Urana,460,Greater Murray Health Service,127.455979,33.20234,143.344,1576.5,2.8203,110,92.9825,1.336,92.5268,97.7256,0,0,4,0.007407,0.0501,0.473862,0.046092,0.005607,0.317472,0.114598,0.04008,0.182365,0.076443,0.062612
17750,Wagga Wagga,460,Greater Murray Health Service,113.147699,34.76393,105.5066,56331.5,1.7484,0,100.352,2.5667,98.9333,100.733,0,0,12,0.009806,0.106504,0.583678,0.095355,0.077465,0.25368,0.102117,0.029684,0.156595,0.083219,0.107202
17800,Wakool,460,Greater Murray Health Service,93.2972407,13.01934,80.11111,4871,3.8497,140,95.8956,1.4167,94.1875,100.876,0,0,2,0.003162,0.047156,0.423608,0.066181,0.0053,0.382557,0.156197,0.033394,0.151994,0.058401,0.058625
10550,Bega Valley,470,Southern Health Service,114.967603,45.97722,95.54134,28460,4.2871,221,96.7597,1.7923,93.7844,98.1247,0,0,8,0.00836,0.085387,0.552454,0.081505,0.033618,0.392155,0.153264,0.035119,0.176426,0.125384,0.083611
11000,Bombala,470,Southern Health Service,131.569384,16.27978,127.0881,3005.5,3.9393,201,93.1831,0.7901,94.5418,98.2715,0,0,4,0.003942,0.066987,0.536991,0.062865,0.019663,0.308891,0.12761,0.044658,0.189282,0.078446,0.08218
11050,Boorowa,470,Southern Health Service,128.375947,98.72467,142.1688,2480,2.2059,45,95.096,1.4731,91.2844,96.9246,0,0,4,0.013932,0.088384,0.440087,0.071128,0.00973,0.441338,0.194705,0.046296,0.199916,0.092702,0.083864
12050,Cooma-Monaro,470,Southern Health Service,68.1445092,40.19197,102.8954,9686.5,1.9175,116,101.217,0.5682,96.2887,102.548,0,0,9,0.007781,0.077686,0.534521,0.093595,0.040541,0.287418,0.109545,0.036157,0.157128,0.081075,0.101961
12400,Crookwell,470,Southern Health Service,134.839681,84.62712,97.14545,4453,2.146,45,95.7075,0.8706,96.4719,98.5367,0,0,4,0.011785,0.078588,0.462994,0.057882,0.018987,0.361256,0.164412,0.038118,0.188,0.062565,0.069943
12750,Eurobodalla,470,Southern Health Service,104.949627,42.79644,100.3558,30808,2.3989,150,96.5255,3.7245,94.0052,96.5642,0,0,8,0.008869,0.096331,0.556515,0.076658,0.025292,0.460974,0.175096,0.046901,0.202746,0.162974,0.092517
13151,Goulburn and Shire,470,Southern Health Service,106.272843,37.96653,124.3719,27214,0.75781195,6.90897015,97.76525,1.3416,98.08132,98.98898,0,0,9.36,0.008508,0.105929,0.593978,0.077884,0.073978,0.270487,0.11807,0.035983,0.192928,0.073457,0.120187
13700,Harden,470,Southern Health Service,119.325417,24.16526,88.2827,3862.5,2.0632,32,94.0167,2.1203,93.9778,95.8639,0,0,4,0.006737,0.092764,0.506024,0.06626,0.020994,0.386758,0.171379,0.047972,0.192685,0.099936,0.1
16450,Queanbeyan,470,Southern Health Service,103.70267,76.02576,118.3893,28496.5,0.0917,15,98.9712,2.5571,100.876,100.786,0,0,13,0.012139,0.10553,0.617699,0.085978,0.060817,0.219773,0.094703,0.024331,0.13898,0.086225,0.111728
17050,Snowy River,470,Southern Health Service,113.557202,32.21229,70.52889,6298,2.8515,176,106.288,0.469,97.9831,109.205,0,0,9,0.00907,0.017009,0.462291,0.187489,0.003161,0.251245,0.099605,0.005594,0.111262,0.039596,0.052982
17250,Tallaganda,470,Southern Health Service,101.855345,23.50227,122.5176,2589.5,1.721,82,99.0789,0.7025,94.3421,99.873,0,0,7,0.004298,0.104545,0.446686,0.105372,0.019309,0.37355,0.156063,0.042149,0.169835,0.078276,0.076617
18700,Yass,470,Southern Health Service,106.743181,67.61864,99.66677,9387,1.5713,57,101.274,1.6214,102.247,104.3,0,0,9,0.008297,0.078769,0.50175,0.109224,0.034873,0.240331,0.091501,0.030346,0.159947,0.069475,0.071278
18750,Young,470,Southern Health Service,121.685012,46.65626,119.7728,11358,2.3827,85,96.1553,1.2946,94.5075,97.7458,0,0,5,0.009193,0.096506,0.537687,0.06482,0.044228,0.357257,0.148232,0.04943,0.182781,0.085047,0.108965
